C1;H1;L1;C1;V1;O2;H2;L2;C2;V2;O3;H3;L3;C3;V3;O4;H4;L4;C4;V4;Final
10296.77;10536.03;9750;10331.54;51758.14292;10331.15;10465.14;10000;10216.02;29000.5812;10216.05;10500;10080;10306.78;24085.39517;10306.17;10930;10258.6;10915.54;37243.31922;FALSE
10331.15;10465.14;10000;10216.02;29000.5812;10216.05;10500;10080;10306.78;24085.39517;10306.17;10930;10258.6;10915.54;37243.31922;10914.73;10949.96;10560;10760.51;32298.92168;FALSE
10216.05;10500;10080;10306.78;24085.39517;10306.17;10930;10258.6;10915.54;37243.31922;10914.73;10949.96;10560;10760.51;32298.92168;10760.51;10804.13;9858;10142.57;47355.71928;FALSE
10306.17;10930;10258.6;10915.54;37243.31922;10914.73;10949.96;10560;10760.51;32298.92168;10760.51;10804.13;9858;10142.57;47355.71928;10140.82;10242;9762;10099.88;34059.64274;TRUE
10914.73;10949.96;10560;10760.51;32298.92168;10760.51;10804.13;9858;10142.57;47355.71928;10140.82;10242;9762;10099.88;34059.64274;10099.9;10445;10019.79;10389.55;27550.33617;FALSE
10760.51;10804.13;9858;10142.57;47355.71928;10140.82;10242;9762;10099.88;34059.64274;10099.9;10445;10019.79;10389.55;27550.33617;10388.16;10419.42;9890;10134.35;27692.45684;TRUE
10140.82;10242;9762;10099.88;34059.64274;10099.9;10445;10019.79;10389.55;27550.33617;10388.16;10419.42;9890;10134.35;27692.45684;10134.61;10333;9906.97;10142.69;26271.6574;TRUE
10099.9;10445;10019.79;10389.55;27550.33617;10388.16;10419.42;9890;10134.35;27692.45684;10134.61;10333;9906.97;10142.69;26271.6574;10142.69;10604;10137.93;10372.25;41687.5116;FALSE
10388.16;10419.42;9890;10134.35;27692.45684;10134.61;10333;9906.97;10142.69;26271.6574;10142.69;10604;10137.93;10372.25;41687.5116;10373.6;10391.08;10051.08;10185.05;28402.77538;FALSE
10134.61;10333;9906.97;10142.69;26271.6574;10142.69;10604;10137.93;10372.25;41687.5116;10373.6;10391.08;10051.08;10185.05;28402.77538;10185.69;10299;9601.01;9721;42110.55538;FALSE
10142.69;10604;10137.93;10372.25;41687.5116;10373.6;10391.08;10051.08;10185.05;28402.77538;10185.69;10299;9601.01;9721;42110.55538;9721;9724;9320;9498.44;35532.69491;TRUE
10373.6;10391.08;10051.08;10185.05;28402.77538;10185.69;10299;9601.01;9721;42110.55538;9721;9724;9320;9498.44;35532.69491;9499.01;9696;9350.41;9584.54;26834.3181;TRUE
10185.69;10299;9601.01;9721;42110.55538;9721;9724;9320;9498.44;35532.69491;9499.01;9696;9350.41;9584.54;26834.3181;9582.76;9684.51;9420.75;9587.47;17130.29007;TRUE
9721;9724;9320;9498.44;35532.69491;9499.01;9696;9350.41;9584.54;26834.3181;9582.76;9684.51;9420.75;9587.47;17130.29007;9588.74;9830;9520;9724.98;19545.40484;TRUE
9499.01;9696;9350.41;9584.54;26834.3181;9582.76;9684.51;9420.75;9587.47;17130.29007;9588.74;9830;9520;9724.98;19545.40484;9723.59;10450;9712.5;10340;44740.24809;TRUE
9582.76;9684.51;9420.75;9587.47;17130.29007;9588.74;9830;9520;9724.98;19545.40484;9723.59;10450;9712.5;10340;44740.24809;10340;10773;10272;10615.28;47998.37678;FALSE
9588.74;9830;9520;9724.98;19545.40484;9723.59;10450;9712.5;10340;44740.24809;10340;10773;10272;10615.28;47998.37678;10611.85;10799;10369.89;10567.02;43943.88903;FALSE
9723.59;10450;9712.5;10340;44740.24809;10340;10773;10272;10615.28;47998.37678;10611.85;10799;10369.89;10567.02;43943.88903;10565.92;10900;10450;10564.49;33970.96064;FALSE
10340;10773;10272;10615.28;47998.37678;10611.85;10799;10369.89;10567.02;43943.88903;10565.92;10900;10450;10564.49;33970.96064;10563.13;10905.87;10150;10298.73;58799.64096;TRUE
10611.85;10799;10369.89;10567.02;43943.88903;10565.92;10900;10450;10564.49;33970.96064;10563.13;10905.87;10150;10298.73;58799.64096;10298.71;10558;10288.57;10455.88;27637.87739;FALSE
10565.92;10900;10450;10564.49;33970.96064;10563.13;10905.87;10150;10298.73;58799.64096;10298.71;10558;10288.57;10455.88;27637.87739;10455.9;10592.5;10208;10381.18;23984.67202;FALSE
10563.13;10905.87;10150;10298.73;58799.64096;10298.71;10558;10288.57;10455.88;27637.87739;10455.9;10592.5;10208;10381.18;23984.67202;10381.24;10480;10068.5;10303.12;39835.72761;FALSE
10298.71;10558;10288.57;10455.88;27637.87739;10455.9;10592.5;10208;10381.18;23984.67202;10381.24;10480;10068.5;10303.12;39835.72761;10302.58;10384.99;9953;10098.15;28915.41223;TRUE
10455.9;10592.5;10208;10381.18;23984.67202;10381.24;10480;10068.5;10303.12;39835.72761;10302.58;10384.99;9953;10098.15;28915.41223;10098.19;10293;9880;10158.33;31953.82456;TRUE
10381.24;10480;10068.5;10303.12;39835.72761;10302.58;10384.99;9953;10098.15;28915.41223;10098.19;10293;9880;10158.33;31953.82456;10158.75;10448.81;10040;10415.01;34511.16276;FALSE
10302.58;10384.99;9953;10098.15;28915.41223;10098.19;10293;9880;10158.33;31953.82456;10158.75;10448.81;10040;10415.01;34511.16276;10415.01;10439;10153;10342.06;30280.33978;FALSE
10098.19;10293;9880;10158.33;31953.82456;10158.75;10448.81;10040;10415.01;34511.16276;10415.01;10439;10153;10342.06;30280.33978;10344.13;10419.99;10222.33;10335.02;23621.53352;FALSE
10158.75;10448.81;10040;10415.01;34511.16276;10415.01;10439;10153;10342.06;30280.33978;10344.13;10419.99;10222.33;10335.02;23621.53352;10332.81;10360;10252.15;10302.01;18047.65401;FALSE
10415.01;10439;10153;10342.06;30280.33978;10344.13;10419.99;10222.33;10335.02;23621.53352;10332.81;10360;10252.15;10302.01;18047.65401;10303.34;10355;10078;10251.31;28971.40166;FALSE
10344.13;10419.99;10222.33;10335.02;23621.53352;10332.81;10360;10252.15;10302.01;18047.65401;10303.34;10355;10078;10251.31;28971.40166;10249.68;10275;10128.01;10187.82;22914.32456;FALSE
10332.81;10360;10252.15;10302.01;18047.65401;10303.34;10355;10078;10251.31;28971.40166;10249.68;10275;10128.01;10187.82;22914.32456;10187.48;10258.02;10100;10156.99;24250.2493;TRUE
10303.34;10355;10078;10251.31;28971.40166;10249.68;10275;10128.01;10187.82;22914.32456;10187.48;10258.02;10100;10156.99;24250.2493;10156.41;10325;9653;10244.29;44826.28258;FALSE
10249.68;10275;10128.01;10187.82;22914.32456;10187.48;10258.02;10100;10156.99;24250.2493;10156.41;10325;9653;10244.29;44826.28258;10243.7;10281;10061.39;10168.59;25088.49107;FALSE
10187.48;10258.02;10100;10156.99;24250.2493;10156.41;10325;9653;10244.29;44826.28258;10243.7;10281;10061.39;10168.59;25088.49107;10167.92;10176.7;9900;9986.39;20544.1752;TRUE
10156.41;10325;9653;10244.29;44826.28258;10243.7;10281;10061.39;10168.59;25088.49107;10167.92;10176.7;9900;9986.39;20544.1752;9985.15;10089;9853.97;10028.87;22049.27526;FALSE
10243.7;10281;10061.39;10168.59;25088.49107;10167.92;10176.7;9900;9986.39;20544.1752;9985.15;10089;9853.97;10028.87;22049.27526;10028.05;10049.99;9615.77;9702.25;31937.23236;FALSE
10167.92;10176.7;9900;9986.39;20544.1752;9985.15;10089;9853.97;10028.87;22049.27526;10028.05;10049.99;9615.77;9702.25;31937.23236;9702.2;9794.99;7800;8493.14;94007.3452;FALSE
9985.15;10089;9853.97;10028.87;22049.27526;10028.05;10049.99;9615.77;9702.25;31937.23236;9702.2;9794.99;7800;8493.14;94007.3452;8497.55;8730;8215.64;8430.05;60783.89226;FALSE
10028.05;10049.99;9615.77;9702.25;31937.23236;9702.2;9794.99;7800;8493.14;94007.3452;8497.55;8730;8215.64;8430.05;60783.89226;8430.05;8465.99;7750;8063.73;67930.85375;TRUE
9702.2;9794.99;7800;8493.14;94007.3452;8497.55;8730;8215.64;8430.05;60783.89226;8430.05;8465.99;7750;8063.73;67930.85375;8063.49;8265;7852.15;8177.91;43882.92463;TRUE
8497.55;8730;8215.64;8430.05;60783.89226;8430.05;8465.99;7750;8063.73;67930.85375;8063.49;8265;7852.15;8177.91;43882.92463;8177.47;8315;8001.09;8198.81;34473.60517;FALSE
8430.05;8465.99;7750;8063.73;67930.85375;8063.49;8265;7852.15;8177.91;43882.92463;8177.47;8315;8001.09;8198.81;34473.60517;8199.38;8229.13;7890;8043.82;31544.21139;TRUE
8063.49;8265;7852.15;8177.91;43882.92463;8177.47;8315;8001.09;8198.81;34473.60517;8199.38;8229.13;7890;8043.82;31544.21139;8043.04;8337.26;7710;8289.34;55865.48726;TRUE
8177.47;8315;8001.09;8198.81;34473.60517;8199.38;8229.13;7890;8043.82;31544.21139;8043.04;8337.26;7710;8289.34;55865.48726;8289.97;8500;8173.05;8292.44;43472.41809;TRUE
8199.38;8229.13;7890;8043.82;31544.21139;8043.04;8337.26;7710;8289.34;55865.48726;8289.97;8500;8173.05;8292.44;43472.41809;8292.67;8373.91;8151.22;8359.94;26243.38664;FALSE
8043.04;8337.26;7710;8289.34;55865.48726;8289.97;8500;8173.05;8292.44;43472.41809;8292.67;8373.91;8151.22;8359.94;26243.38664;8360;8393;8060;8223.96;30488.28406;FALSE
8289.97;8500;8173.05;8292.44;43472.41809;8292.67;8373.91;8151.22;8359.94;26243.38664;8360;8393;8060;8223.96;30488.28406;8224.43;8232.41;8005;8137.13;26476.3304;FALSE
8292.67;8373.91;8151.22;8359.94;26243.38664;8360;8393;8060;8223.96;30488.28406;8224.43;8232.41;8005;8137.13;26476.3304;8137.09;8183.41;8012.98;8126.19;21907.61556;FALSE
8360;8393;8060;8223.96;30488.28406;8224.43;8232.41;8005;8137.13;26476.3304;8137.09;8183.41;8012.98;8126.19;21907.61556;8127.55;8153.87;7785;7854.25;34676.10405;TRUE
8224.43;8232.41;8005;8137.13;26476.3304;8137.09;8183.41;8012.98;8126.19;21907.61556;8127.55;8153.87;7785;7854.25;34676.10405;7855.3;8299.92;7762;8190.09;52202.0723;FALSE
8137.09;8183.41;8012.98;8126.19;21907.61556;8127.55;8153.87;7785;7854.25;34676.10405;7855.3;8299.92;7762;8190.09;52202.0723;8190.82;8325;8088.75;8168.39;35452.65742;TRUE
8127.55;8153.87;7785;7854.25;34676.10405;7855.3;8299.92;7762;8190.09;52202.0723;8190.82;8325;8088.75;8168.39;35452.65742;8170.79;8670;8115;8560.74;55038.70438;FALSE
7855.3;8299.92;7762;8190.09;52202.0723;8190.82;8325;8088.75;8168.39;35452.65742;8170.79;8670;8115;8560.74;55038.70438;8562.15;8644;8414.52;8558.03;39137.94617;FALSE
8190.82;8325;8088.75;8168.39;35452.65742;8170.79;8670;8115;8560.74;55038.70438;8562.15;8644;8414.52;8558.03;39137.94617;8557.82;8779.51;8212.38;8258.5;50405.28442;TRUE
8170.79;8670;8115;8560.74;55038.70438;8562.15;8644;8414.52;8558.03;39137.94617;8557.82;8779.51;8212.38;8258.5;50405.28442;8257.95;8400;8250;8300.09;21339.3341;FALSE
8562.15;8644;8414.52;8558.03;39137.94617;8557.82;8779.51;8212.38;8258.5;50405.28442;8257.95;8400;8250;8300.09;21339.3341;8301.98;8451.37;8160;8275.01;27840.73995;TRUE
8557.82;8779.51;8212.38;8258.5;50405.28442;8257.95;8400;8250;8300.09;21339.3341;8301.98;8451.37;8160;8275.01;27840.73995;8275.24;8388.85;8203;8348.2;29810.66325;FALSE
8257.95;8400;8250;8300.09;21339.3341;8301.98;8451.37;8160;8275.01;27840.73995;8275.24;8388.85;8203;8348.2;29810.66325;8346.86;8403;8090;8159.29;32773.06248;FALSE
8301.98;8451.37;8160;8275.01;27840.73995;8275.24;8388.85;8203;8348.2;29810.66325;8346.86;8403;8090;8159.29;32773.06248;8159.3;8181.16;7917;7991.74;34733.59397;TRUE
8275.24;8388.85;8203;8348.2;29810.66325;8346.86;8403;8090;8159.29;32773.06248;8159.3;8181.16;7917;7991.74;34733.59397;7995.02;8124.92;7929.03;8070.58;29656.94916;FALSE
8346.86;8403;8090;8159.29;32773.06248;8159.3;8181.16;7917;7991.74;34733.59397;7995.02;8124.92;7929.03;8070.58;29656.94916;8070.71;8115;7816.01;7947.01;31353.18142;TRUE
8159.3;8181.16;7917;7991.74;34733.59397;7995.02;8124.92;7929.03;8070.58;29656.94916;8070.71;8115;7816.01;7947.01;31353.18142;7946.89;8098.1;7866.92;7948.01;26627.88939;TRUE
7995.02;8124.92;7929.03;8070.58;29656.94916;8070.71;8115;7816.01;7947.01;31353.18142;7946.89;8098.1;7866.92;7948.01;26627.88939;7949.87;8297;7870;8223.35;34286.45265;FALSE
8070.71;8115;7816.01;7947.01;31353.18142;7946.89;8098.1;7866.92;7948.01;26627.88939;7949.87;8297;7870;8223.35;34286.45265;8223.35;8333;8142.03;8197.27;30448.67954;FALSE
7946.89;8098.1;7866.92;7948.01;26627.88939;7949.87;8297;7870;8223.35;34286.45265;8223.35;8333;8142.03;8197.27;30448.67954;8197.28;8297.99;8000;8020;34651.82866;FALSE
7949.87;8297;7870;8223.35;34286.45265;8223.35;8333;8142.03;8197.27;30448.67954;8197.28;8297.99;8000;8020;34651.82866;8020.06;8047.59;7300;7466.62;63897.4571;FALSE
8223.35;8333;8142.03;8197.27;30448.67954;8197.28;8297.99;8000;8020;34651.82866;8020.06;8047.59;7300;7466.62;63897.4571;7468.47;7503.68;7337.99;7412.41;32714.38327;TRUE
8197.28;8297.99;8000;8020;34651.82866;8020.06;8047.59;7300;7466.62;63897.4571;7468.47;7503.68;7337.99;7412.41;32714.38327;7412.41;8799;7361;8655.02;90748.21817;TRUE
8020.06;8047.59;7300;7466.62;63897.4571;7468.47;7503.68;7337.99;7412.41;32714.38327;7412.41;8799;7361;8655.02;90748.21817;8655.88;10370;8470.38;9230;162588.5854;TRUE
7468.47;7503.68;7337.99;7412.41;32714.38327;7412.41;8799;7361;8655.02;90748.21817;8655.88;10370;8470.38;9230;162588.5854;9230;9794.98;9074.34;9529.93;93833.5416;FALSE
7412.41;8799;7361;8655.02;90748.21817;8655.88;10370;8470.38;9230;162588.5854;9230;9794.98;9074.34;9529.93;93833.5416;9528.23;9902.1;9160;9205.14;80174.21732;TRUE
8655.88;10370;8470.38;9230;162588.5854;9230;9794.98;9074.34;9529.93;93833.5416;9528.23;9902.1;9160;9205.14;80174.21732;9204.45;9550;9072;9407.62;64158.46245;FALSE
9230;9794.98;9074.34;9529.93;93833.5416;9528.23;9902.1;9160;9205.14;80174.21732;9204.45;9550;9072;9407.62;64158.46245;9407.62;9409.84;9001.01;9154.72;55241.78643;FALSE
9528.23;9902.1;9160;9205.14;80174.21732;9204.45;9550;9072;9407.62;64158.46245;9407.62;9409.84;9001.01;9154.72;55241.78643;9154.02;9405;8913;9140.85;54376.0249;TRUE
9204.45;9550;9072;9407.62;64158.46245;9407.62;9409.84;9001.01;9154.72;55241.78643;9154.02;9405;8913;9140.85;54376.0249;9140.86;9279;9030;9231.61;43594.81412;TRUE
9407.62;9409.84;9001.01;9154.72;55241.78643;9154.02;9405;8913;9140.85;54376.0249;9140.86;9279;9030;9231.61;43594.81412;9231.4;9373.74;9186.21;9289.52;28923.06083;FALSE
9154.02;9405;8913;9140.85;54376.0249;9140.86;9279;9030;9231.61;43594.81412;9231.4;9373.74;9186.21;9289.52;28923.06083;9289.85;9362.57;9066.14;9194.71;27894.37828;TRUE
9140.86;9279;9030;9231.61;43594.81412;9231.4;9373.74;9186.21;9289.52;28923.06083;9289.85;9362.57;9066.14;9194.71;27894.37828;9196.46;9513.68;9115.84;9393.35;45894.45628;FALSE
9231.4;9373.74;9186.21;9289.52;28923.06083;9289.85;9362.57;9066.14;9194.71;27894.37828;9196.46;9513.68;9115.84;9393.35;45894.45628;9392.4;9454.95;9175.76;9308.66;45935.87367;TRUE
9289.85;9362.57;9066.14;9194.71;27894.37828;9196.46;9513.68;9115.84;9393.35;45894.45628;9392.4;9454.95;9175.76;9308.66;45935.87367;9307.73;9440.91;9250.01;9339.05;37336.17037;FALSE
9196.46;9513.68;9115.84;9393.35;45894.45628;9392.4;9454.95;9175.76;9308.66;45935.87367;9307.73;9440.91;9250.01;9339.05;37336.17037;9339.16;9375;9101;9216.2;39117.47085;FALSE
9392.4;9454.95;9175.76;9308.66;45935.87367;9307.73;9440.91;9250.01;9339.05;37336.17037;9339.16;9375;9101;9216.2;39117.47085;9214;9261;8696;8773.73;62107.28924;TRUE
9307.73;9440.91;9250.01;9339.05;37336.17037;9339.16;9375;9101;9216.2;39117.47085;9214;9261;8696;8773.73;62107.28924;8773.74;8880;8724.88;8809.41;29469.48141;TRUE
9339.16;9375;9101;9216.2;39117.47085;9214;9261;8696;8773.73;62107.28924;8773.74;8880;8724.88;8809.41;29469.48141;8809.18;9147.19;8750;9039.47;34422.0298;FALSE
9214;9261;8696;8773.73;62107.28924;8773.74;8880;8724.88;8809.41;29469.48141;8809.18;9147.19;8750;9039.47;34422.0298;9040.16;9072.32;8618.68;8733.27;44888.05355;TRUE
8773.74;8880;8724.88;8809.41;29469.48141;8809.18;9147.19;8750;9039.47;34422.0298;9040.16;9072.32;8618.68;8733.27;44888.05355;8733.36;8888;8567.6;8821.94;40366.62947;FALSE
8809.18;9147.19;8750;9039.47;34422.0298;9040.16;9072.32;8618.68;8733.27;44888.05355;8733.36;8888;8567.6;8821.94;40366.62947;8821.91;8844.99;8702;8777.12;26810.11692;FALSE
9040.16;9072.32;8618.68;8733.27;44888.05355;8733.36;8888;8567.6;8821.94;40366.62947;8821.91;8844.99;8702;8777.12;26810.11692;8777.54;8800;8582.6;8646.68;33468.46896;FALSE
8733.36;8888;8567.6;8821.94;40366.62947;8821.91;8844.99;8702;8777.12;26810.11692;8777.54;8800;8582.6;8646.68;33468.46896;8646.38;8790;8400;8471.73;46087.41775;TRUE
8821.91;8844.99;8702;8777.12;26810.11692;8777.54;8800;8582.6;8646.68;33468.46896;8646.38;8790;8400;8471.73;46087.41775;8471.62;8543;8400;8491.02;20902.29975;TRUE
8777.54;8800;8582.6;8646.68;33468.46896;8646.38;8790;8400;8471.73;46087.41775;8471.62;8543;8400;8491.02;20902.29975;8490.74;8635;8350.68;8502.4;27009.03708;FALSE
8646.38;8790;8400;8471.73;46087.41775;8471.62;8543;8400;8491.02;20902.29975;8490.74;8635;8350.68;8502.4;27009.03708;8502.87;8503.52;8060;8187.17;43017.69094;FALSE
8471.62;8543;8400;8491.02;20902.29975;8490.74;8635;8350.68;8502.4;27009.03708;8502.87;8503.52;8060;8187.17;43017.69094;8186.5;8218.63;8003;8133.64;43556.06103;FALSE
8490.74;8635;8350.68;8502.4;27009.03708;8502.87;8503.52;8060;8187.17;43017.69094;8186.5;8218.63;8003;8133.64;43556.06103;8133.83;8264.29;8038.4;8098.01;32466.23098;FALSE
8502.87;8503.52;8060;8187.17;43017.69094;8186.5;8218.63;8003;8133.64;43556.06103;8133.83;8264.29;8038.4;8098.01;32466.23098;8098.56;8134.73;7500;7627.74;58418.78026;FALSE
8186.5;8218.63;8003;8133.64;43556.06103;8133.83;8264.29;8038.4;8098.01;32466.23098;8098.56;8134.73;7500;7627.74;58418.78026;7627.79;7750;6790;7268.23;126603.1403;TRUE
8133.83;8264.29;8038.4;8098.01;32466.23098;8098.56;8134.73;7500;7627.74;58418.78026;7627.79;7750;6790;7268.23;126603.1403;7268.23;7344.48;7080.01;7311.57;50449.89476;FALSE
8098.56;8134.73;7500;7627.74;58418.78026;7627.79;7750;6790;7268.23;126603.1403;7268.23;7344.48;7080.01;7311.57;50449.89476;7311.1;7330.39;6861;6903.28;67890.20648;TRUE
7627.79;7750;6790;7268.23;126603.1403;7268.23;7344.48;7080.01;7311.57;50449.89476;7311.1;7330.39;6861;6903.28;67890.20648;6900.23;7377.69;6515;7109.57;119645.7352;TRUE
7268.23;7344.48;7080.01;7311.57;50449.89476;7311.1;7330.39;6861;6903.28;67890.20648;6900.23;7377.69;6515;7109.57;119645.7352;7109.99;7340;7017.48;7156.14;65722.39769;TRUE
7311.1;7330.39;6861;6903.28;67890.20648;6900.23;7377.69;6515;7109.57;119645.7352;7109.99;7340;7017.48;7156.14;65722.39769;7154.75;7655;6840;7508.52;92452.87349;FALSE
6900.23;7377.69;6515;7109.57;119645.7352;7109.99;7340;7017.48;7156.14;65722.39769;7154.75;7655;6840;7508.52;92452.87349;7507.9;7643;7360;7419.49;56933.98111;TRUE
7109.99;7340;7017.48;7156.14;65722.39769;7154.75;7655;6840;7508.52;92452.87349;7507.9;7643;7360;7419.49;56933.98111;7418.52;7850;7362.3;7739.68;60745.30087;FALSE
7154.75;7655;6840;7508.52;92452.87349;7507.9;7643;7360;7419.49;56933.98111;7418.52;7850;7362.3;7739.68;60745.30087;7740.99;7810;7441;7541.89;46989.43362;FALSE
7507.9;7643;7360;7419.49;56933.98111;7418.52;7850;7362.3;7739.68;60745.30087;7740.99;7810;7441;7541.89;46989.43362;7540.63;7541.85;7210;7390.89;60769.34231;FALSE
7418.52;7850;7362.3;7739.68;60745.30087;7740.99;7810;7441;7541.89;46989.43362;7540.63;7541.85;7210;7390.89;60769.34231;7391.5;7420.56;7151.1;7294.28;46330.25604;FALSE
7740.99;7810;7441;7541.89;46989.43362;7540.63;7541.85;7210;7390.89;60769.34231;7391.5;7420.56;7151.1;7294.28;46330.25604;7294.42;7400;7241.35;7292.71;33149.47749;FALSE
7540.63;7541.85;7210;7390.89;60769.34231;7391.5;7420.56;7151.1;7294.28;46330.25604;7294.42;7400;7241.35;7292.71;33149.47749;7292.71;7750;7067;7194.32;83147.14914;TRUE
7391.5;7420.56;7151.1;7294.28;46330.25604;7294.42;7400;7241.35;7292.71;33149.47749;7292.71;7750;7067;7194.32;83147.14914;7194.59;7485;7150;7389;59306.67886;TRUE
7294.42;7400;7241.35;7292.71;33149.47749;7292.71;7750;7067;7194.32;83147.14914;7194.59;7485;7150;7389;59306.67886;7389;7590.03;7305;7527.47;48189.08794;FALSE
7292.71;7750;7067;7194.32;83147.14914;7194.59;7485;7150;7389;59306.67886;7389;7590.03;7305;7527.47;48189.08794;7527.8;7619.62;7470.16;7488.21;31498.68417;TRUE
7194.59;7485;7150;7389;59306.67886;7389;7590.03;7305;7527.47;48189.08794;7527.8;7619.62;7470.16;7488.21;31498.68417;7487.31;7564;7374.86;7510.11;29856.89763;FALSE
7389;7590.03;7305;7527.47;48189.08794;7527.8;7619.62;7470.16;7488.21;31498.68417;7487.31;7564;7374.86;7510.11;29856.89763;7510.11;7650;7273;7338.64;46621.88749;FALSE
7527.8;7619.62;7470.16;7488.21;31498.68417;7487.31;7564;7374.86;7510.11;29856.89763;7510.11;7650;7273;7338.64;46621.88749;7338.64;7407.6;7157.1;7224.13;49723.76214;FALSE
7487.31;7564;7374.86;7510.11;29856.89763;7510.11;7650;7273;7338.64;46621.88749;7338.64;7407.6;7157.1;7224.13;49723.76214;7224.15;7275.5;7125.66;7210;30093.09194;FALSE
7510.11;7650;7273;7338.64;46621.88749;7338.64;7407.6;7157.1;7224.13;49723.76214;7224.15;7275.5;7125.66;7210;30093.09194;7210;7295;7080.3;7198.08;42288.60093;TRUE
7338.64;7407.6;7157.1;7224.13;49723.76214;7224.15;7275.5;7125.66;7210;30093.09194;7210;7295;7080.3;7198.08;42288.60093;7197.76;7309.05;7190.76;7258.48;27609.8738;FALSE
7224.15;7275.5;7125.66;7210;30093.09194;7210;7295;7080.3;7198.08;42288.60093;7197.76;7309.05;7190.76;7258.48;27609.8738;7257.37;7271.77;7012;7064.05;29561.98597;TRUE
7210;7295;7080.3;7198.08;42288.60093;7197.76;7309.05;7190.76;7258.48;27609.8738;7257.37;7271.77;7012;7064.05;29561.98597;7064.14;7200.3;7008.35;7118.59;26395.77814;FALSE
7197.76;7309.05;7190.76;7258.48;27609.8738;7257.37;7271.77;7012;7064.05;29561.98597;7064.14;7200.3;7008.35;7118.59;26395.77814;7119.6;7150;6836;6891.72;43863.99306;FALSE
7257.37;7271.77;7012;7064.05;29561.98597;7064.14;7200.3;7008.35;7118.59;26395.77814;7119.6;7150;6836;6891.72;43863.99306;6891.44;6942.21;6560;6623.82;53865.06993;TRUE
7064.14;7200.3;7008.35;7118.59;26395.77814;7119.6;7150;6836;6891.72;43863.99306;6891.44;6942.21;6560;6623.82;53865.06993;6623.84;7440;6435;7277.83;95636.65125;FALSE
7119.6;7150;6836;6891.72;43863.99306;6891.44;6942.21;6560;6623.82;53865.06993;6623.84;7440;6435;7277.83;95636.65125;7277.83;7380;7038.31;7150.3;55509.04908;TRUE
6891.44;6942.21;6560;6623.82;53865.06993;6623.84;7440;6435;7277.83;95636.65125;7277.83;7380;7038.31;7150.3;55509.04908;7151.31;7220;7079.5;7187.83;32132.06921;FALSE
6623.84;7440;6435;7277.83;95636.65125;7277.83;7380;7038.31;7150.3;55509.04908;7151.31;7220;7079.5;7187.83;32132.06921;7188.01;7190.58;7105;7132.75;19467.17403;TRUE
7277.83;7380;7038.31;7150.3;55509.04908;7151.31;7220;7079.5;7187.83;32132.06921;7188.01;7190.58;7105;7132.75;19467.17403;7131.59;7518.54;7122.47;7501.44;39137.45515;FALSE
7151.31;7220;7079.5;7187.83;32132.06921;7188.01;7190.58;7105;7132.75;19467.17403;7131.59;7518.54;7122.47;7501.44;39137.45515;7500.71;7695.38;7265.84;7317.09;68051.9972;FALSE
7188.01;7190.58;7105;7132.75;19467.17403;7131.59;7518.54;7122.47;7501.44;39137.45515;7500.71;7695.38;7265.84;7317.09;68051.9972;7317.3;7436.68;7157.04;7255.77;43629.49419;FALSE
7131.59;7518.54;7122.47;7501.44;39137.45515;7500.71;7695.38;7265.84;7317.09;68051.9972;7317.3;7436.68;7157.04;7255.77;43629.49419;7255.77;7271.77;7128.86;7204.63;27492.04432;FALSE
7500.71;7695.38;7265.84;7317.09;68051.9972;7317.3;7436.68;7157.04;7255.77;43629.49419;7255.77;7271.77;7128.86;7204.63;27492.04432;7205.01;7435;7157.12;7202;36259.76108;TRUE
7317.3;7436.68;7157.04;7255.77;43629.49419;7255.77;7271.77;7128.86;7204.63;27492.04432;7205.01;7435;7157.12;7202;36259.76108;7202;7275.86;7076.42;7254.74;33642.70186;TRUE
7255.77;7271.77;7128.86;7204.63;27492.04432;7205.01;7435;7157.12;7202;36259.76108;7202;7275.86;7076.42;7254.74;33642.70186;7254.77;7365.01;7238.67;7316.14;26848.9822;TRUE
7205.01;7435;7157.12;7202;36259.76108;7202;7275.86;7076.42;7254.74;33642.70186;7254.77;7365.01;7238.67;7316.14;26848.9822;7315.36;7528.45;7288;7388.24;31387.10609;FALSE
7202;7275.86;7076.42;7254.74;33642.70186;7254.77;7365.01;7238.67;7316.14;26848.9822;7315.36;7528.45;7288;7388.24;31387.10609;7388.43;7408.24;7220;7246;29605.91178;FALSE
7254.77;7365.01;7238.67;7316.14;26848.9822;7315.36;7528.45;7288;7388.24;31387.10609;7388.43;7408.24;7220;7246;29605.91178;7246;7320;7145.01;7195.23;25954.45353;TRUE
7315.36;7528.45;7288;7388.24;31387.10609;7388.43;7408.24;7220;7246;29605.91178;7246;7320;7145.01;7195.23;25954.45353;7195.24;7255;7175.15;7200.85;16792.38817;FALSE
7388.43;7408.24;7220;7246;29605.91178;7246;7320;7145.01;7195.23;25954.45353;7195.24;7255;7175.15;7200.85;16792.38817;7200.77;7212.5;6924.74;6965.71;31951.48393;TRUE
7246;7320;7145.01;7195.23;25954.45353;7195.24;7255;7175.15;7200.85;16792.38817;7200.77;7212.5;6924.74;6965.71;31951.48393;6965.49;7405;6871.04;7344.96;68428.50045;TRUE
7195.24;7255;7175.15;7200.85;16792.38817;7200.77;7212.5;6924.74;6965.71;31951.48393;6965.49;7405;6871.04;7344.96;68428.50045;7345;7404;7272.21;7354.11;29987.97498;TRUE
