V1,HLV1,VO1,V2,HLV2,VO2,V3,HLV3,VO3,V4,HLV4,VO4,V5,HLV5,VO5,V6,HLV6,VO6,V7,HLV7,VO7,V8,HLV8,VO8,V9,HLV9,VO9,V10,HLV10,VO10,V11,HLV11,VO11,V12,HLV12,VO12,UP?
-3.015865934,12.68087345,660.373275,1.320534859,5.745917817,699.989065,-1.066387872,8.755444466,879.630319,-5.169338321,10.78138298,913.462545,-19.14249493,26.15595568,1665.021543,16.05986179,36.88320909,1968.866492,1.114313788,13.81120594,1297.563953,0.400517742,7.121708364,682.17121,9.349864499,11.7398374,1030.006455,-3.693596059,6.762361945,902.332129,-0.256774867,5.918324607,720.935076,-7.197961948,9.615923745,1001.654084,TRUE
1.320534859,5.745917817,699.989065,-1.066387872,8.755444466,879.630319,-5.169338321,10.78138298,913.462545,-19.14249493,26.15595568,1665.021543,16.05986179,36.88320909,1968.866492,1.114313788,13.81120594,1297.563953,0.400517742,7.121708364,682.17121,9.349864499,11.7398374,1030.006455,-3.693596059,6.762361945,902.332129,-0.256774867,5.918324607,720.935076,-7.197961948,9.615923745,1001.654084,0.084334398,6.973228167,838.966425,TRUE
-1.066387872,8.755444466,879.630319,-5.169338321,10.78138298,913.462545,-19.14249493,26.15595568,1665.021543,16.05986179,36.88320909,1968.866492,1.114313788,13.81120594,1297.563953,0.400517742,7.121708364,682.17121,9.349864499,11.7398374,1030.006455,-3.693596059,6.762361945,902.332129,-0.256774867,5.918324607,720.935076,-7.197961948,9.615923745,1001.654084,0.084334398,6.973228167,838.966425,5.120304348,7.741658693,752.792791,FALSE
-5.169338321,10.78138298,913.462545,-19.14249493,26.15595568,1665.021543,16.05986179,36.88320909,1968.866492,1.114313788,13.81120594,1297.563953,0.400517742,7.121708364,682.17121,9.349864499,11.7398374,1030.006455,-3.693596059,6.762361945,902.332129,-0.256774867,5.918324607,720.935076,-7.197961948,9.615923745,1001.654084,0.084334398,6.973228167,838.966425,5.120304348,7.741658693,752.792791,-3.162289591,4.616093807,661.63639,TRUE
-19.14249493,26.15595568,1665.021543,16.05986179,36.88320909,1968.866492,1.114313788,13.81120594,1297.563953,0.400517742,7.121708364,682.17121,9.349864499,11.7398374,1030.006455,-3.693596059,6.762361945,902.332129,-0.256774867,5.918324607,720.935076,-7.197961948,9.615923745,1001.654084,0.084334398,6.973228167,838.966425,5.120304348,7.741658693,752.792791,-3.162289591,4.616093807,661.63639,7.123731564,8.927413108,727.994713,FALSE
16.05986179,36.88320909,1968.866492,1.114313788,13.81120594,1297.563953,0.400517742,7.121708364,682.17121,9.349864499,11.7398374,1030.006455,-3.693596059,6.762361945,902.332129,-0.256774867,5.918324607,720.935076,-7.197961948,9.615923745,1001.654084,0.084334398,6.973228167,838.966425,5.120304348,7.741658693,752.792791,-3.162289591,4.616093807,661.63639,7.123731564,8.927413108,727.994713,-1.162169043,3.297100038,526.727987,TRUE
1.114313788,13.81120594,1297.563953,0.400517742,7.121708364,682.17121,9.349864499,11.7398374,1030.006455,-3.693596059,6.762361945,902.332129,-0.256774867,5.918324607,720.935076,-7.197961948,9.615923745,1001.654084,0.084334398,6.973228167,838.966425,5.120304348,7.741658693,752.792791,-3.162289591,4.616093807,661.63639,7.123731564,8.927413108,727.994713,-1.162169043,3.297100038,526.727987,8.001318785,9.737890576,628.170966,FALSE
0.400517742,7.121708364,682.17121,9.349864499,11.7398374,1030.006455,-3.693596059,6.762361945,902.332129,-0.256774867,5.918324607,720.935076,-7.197961948,9.615923745,1001.654084,0.084334398,6.973228167,838.966425,5.120304348,7.741658693,752.792791,-3.162289591,4.616093807,661.63639,7.123731564,8.927413108,727.994713,-1.162169043,3.297100038,526.727987,8.001318785,9.737890576,628.170966,-0.420074855,4.852475006,849.785325,FALSE
9.349864499,11.7398374,1030.006455,-3.693596059,6.762361945,902.332129,-0.256774867,5.918324607,720.935076,-7.197961948,9.615923745,1001.654084,0.084334398,6.973228167,838.966425,5.120304348,7.741658693,752.792791,-3.162289591,4.616093807,661.63639,7.123731564,8.927413108,727.994713,-1.162169043,3.297100038,526.727987,8.001318785,9.737890576,628.170966,-0.420074855,4.852475006,849.785325,-0.102656629,7.890921329,1602.309565,TRUE
-3.693596059,6.762361945,902.332129,-0.256774867,5.918324607,720.935076,-7.197961948,9.615923745,1001.654084,0.084334398,6.973228167,838.966425,5.120304348,7.741658693,752.792791,-3.162289591,4.616093807,661.63639,7.123731564,8.927413108,727.994713,-1.162169043,3.297100038,526.727987,8.001318785,9.737890576,628.170966,-0.420074855,4.852475006,849.785325,-0.102656629,7.890921329,1602.309565,4.874491018,5.845677968,720.353183,FALSE
-0.256774867,5.918324607,720.935076,-7.197961948,9.615923745,1001.654084,0.084334398,6.973228167,838.966425,5.120304348,7.741658693,752.792791,-3.162289591,4.616093807,661.63639,7.123731564,8.927413108,727.994713,-1.162169043,3.297100038,526.727987,8.001318785,9.737890576,628.170966,-0.420074855,4.852475006,849.785325,-0.102656629,7.890921329,1602.309565,4.874491018,5.845677968,720.353183,-0.000228389,3.926378053,726.963685,FALSE
-7.197961948,9.615923745,1001.654084,0.084334398,6.973228167,838.966425,5.120304348,7.741658693,752.792791,-3.162289591,4.616093807,661.63639,7.123731564,8.927413108,727.994713,-1.162169043,3.297100038,526.727987,8.001318785,9.737890576,628.170966,-0.420074855,4.852475006,849.785325,-0.102656629,7.890921329,1602.309565,4.874491018,5.845677968,720.353183,-0.000228389,3.926378053,726.963685,-0.454545455,4.624541284,655.756974,FALSE
0.084334398,6.973228167,838.966425,5.120304348,7.741658693,752.792791,-3.162289591,4.616093807,661.63639,7.123731564,8.927413108,727.994713,-1.162169043,3.297100038,526.727987,8.001318785,9.737890576,628.170966,-0.420074855,4.852475006,849.785325,-0.102656629,7.890921329,1602.309565,4.874491018,5.845677968,720.353183,-0.000228389,3.926378053,726.963685,-0.454545455,4.624541284,655.756974,-1.598173516,6.85347302,1082.323563,FALSE
5.120304348,7.741658693,752.792791,-3.162289591,4.616093807,661.63639,7.123731564,8.927413108,727.994713,-1.162169043,3.297100038,526.727987,8.001318785,9.737890576,628.170966,-0.420074855,4.852475006,849.785325,-0.102656629,7.890921329,1602.309565,4.874491018,5.845677968,720.353183,-0.000228389,3.926378053,726.963685,-0.454545455,4.624541284,655.756974,-1.598173516,6.85347302,1082.323563,-2.463788269,5.577015934,868.465101,TRUE
-3.162289591,4.616093807,661.63639,7.123731564,8.927413108,727.994713,-1.162169043,3.297100038,526.727987,8.001318785,9.737890576,628.170966,-0.420074855,4.852475006,849.785325,-0.102656629,7.890921329,1602.309565,4.874491018,5.845677968,720.353183,-0.000228389,3.926378053,726.963685,-0.454545455,4.624541284,655.756974,-1.598173516,6.85347302,1082.323563,-2.463788269,5.577015934,868.465101,1.992116124,5.96107056,779.138638,TRUE
7.123731564,8.927413108,727.994713,-1.162169043,3.297100038,526.727987,8.001318785,9.737890576,628.170966,-0.420074855,4.852475006,849.785325,-0.102656629,7.890921329,1602.309565,4.874491018,5.845677968,720.353183,-0.000228389,3.926378053,726.963685,-0.454545455,4.624541284,655.756974,-1.598173516,6.85347302,1082.323563,-2.463788269,5.577015934,868.465101,1.992116124,5.96107056,779.138638,1.157909604,2.912395154,506.529176,TRUE
-1.162169043,3.297100038,526.727987,8.001318785,9.737890576,628.170966,-0.420074855,4.852475006,849.785325,-0.102656629,7.890921329,1602.309565,4.874491018,5.845677968,720.353183,-0.000228389,3.926378053,726.963685,-0.454545455,4.624541284,655.756974,-1.598173516,6.85347302,1082.323563,-2.463788269,5.577015934,868.465101,1.992116124,5.96107056,779.138638,1.157909604,2.912395154,506.529176,1.235980774,3.871018606,297.5975,TRUE
8.001318785,9.737890576,628.170966,-0.420074855,4.852475006,849.785325,-0.102656629,7.890921329,1602.309565,4.874491018,5.845677968,720.353183,-0.000228389,3.926378053,726.963685,-0.454545455,4.624541284,655.756974,-1.598173516,6.85347302,1082.323563,-2.463788269,5.577015934,868.465101,1.992116124,5.96107056,779.138638,1.157909604,2.912395154,506.529176,1.235980774,3.871018606,297.5975,4.858757062,5.265536723,518.462004,TRUE
-0.420074855,4.852475006,849.785325,-0.102656629,7.890921329,1602.309565,4.874491018,5.845677968,720.353183,-0.000228389,3.926378053,726.963685,-0.454545455,4.624541284,655.756974,-1.598173516,6.85347302,1082.323563,-2.463788269,5.577015934,868.465101,1.992116124,5.96107056,779.138638,1.157909604,2.912395154,506.529176,1.235980774,3.871018606,297.5975,4.858757062,5.265536723,518.462004,3.167025862,7.472087912,646.463145,FALSE
-0.102656629,7.890921329,1602.309565,4.874491018,5.845677968,720.353183,-0.000228389,3.926378053,726.963685,-0.454545455,4.624541284,655.756974,-1.598173516,6.85347302,1082.323563,-2.463788269,5.577015934,868.465101,1.992116124,5.96107056,779.138638,1.157909604,2.912395154,506.529176,1.235980774,3.871018606,297.5975,4.858757062,5.265536723,518.462004,3.167025862,7.472087912,646.463145,-0.081262599,5.969546574,1043.221773,TRUE
4.874491018,5.845677968,720.353183,-0.000228389,3.926378053,726.963685,-0.454545455,4.624541284,655.756974,-1.598173516,6.85347302,1082.323563,-2.463788269,5.577015934,868.465101,1.992116124,5.96107056,779.138638,1.157909604,2.912395154,506.529176,1.235980774,3.871018606,297.5975,4.858757062,5.265536723,518.462004,3.167025862,7.472087912,646.463145,-0.081262599,5.969546574,1043.221773,0.802206119,3.643524416,753.429396,TRUE
-0.000228389,3.926378053,726.963685,-0.454545455,4.624541284,655.756974,-1.598173516,6.85347302,1082.323563,-2.463788269,5.577015934,868.465101,1.992116124,5.96107056,779.138638,1.157909604,2.912395154,506.529176,1.235980774,3.871018606,297.5975,4.858757062,5.265536723,518.462004,3.167025862,7.472087912,646.463145,-0.081262599,5.969546574,1043.221773,0.802206119,3.643524416,753.429396,12.62218885,13.09374324,1276.701482,TRUE
-0.454545455,4.624541284,655.756974,-1.598173516,6.85347302,1082.323563,-2.463788269,5.577015934,868.465101,1.992116124,5.96107056,779.138638,1.157909604,2.912395154,506.529176,1.235980774,3.871018606,297.5975,4.858757062,5.265536723,518.462004,3.167025862,7.472087912,646.463145,-0.081262599,5.969546574,1043.221773,0.802206119,3.643524416,753.429396,12.62218885,13.09374324,1276.701482,3.86011739,8.668101654,1879.82762,TRUE
-1.598173516,6.85347302,1082.323563,-2.463788269,5.577015934,868.465101,1.992116124,5.96107056,779.138638,1.157909604,2.912395154,506.529176,1.235980774,3.871018606,297.5975,4.858757062,5.265536723,518.462004,3.167025862,7.472087912,646.463145,-0.081262599,5.969546574,1043.221773,0.802206119,3.643524416,753.429396,12.62218885,13.09374324,1276.701482,3.86011739,8.668101654,1879.82762,3.893628319,5.734577537,970.759046,FALSE
-2.463788269,5.577015934,868.465101,1.992116124,5.96107056,779.138638,1.157909604,2.912395154,506.529176,1.235980774,3.871018606,297.5975,4.858757062,5.265536723,518.462004,3.167025862,7.472087912,646.463145,-0.081262599,5.969546574,1043.221773,0.802206119,3.643524416,753.429396,12.62218885,13.09374324,1276.701482,3.86011739,8.668101654,1879.82762,3.893628319,5.734577537,970.759046,-2.477186283,9.672019126,1343.523375,TRUE
1.992116124,5.96107056,779.138638,1.157909604,2.912395154,506.529176,1.235980774,3.871018606,297.5975,4.858757062,5.265536723,518.462004,3.167025862,7.472087912,646.463145,-0.081262599,5.969546574,1043.221773,0.802206119,3.643524416,753.429396,12.62218885,13.09374324,1276.701482,3.86011739,8.668101654,1879.82762,3.893628319,5.734577537,970.759046,-2.477186283,9.672019126,1343.523375,0.876007005,3.647503487,1528.996462,FALSE
1.157909604,2.912395154,506.529176,1.235980774,3.871018606,297.5975,4.858757062,5.265536723,518.462004,3.167025862,7.472087912,646.463145,-0.081262599,5.969546574,1043.221773,0.802206119,3.643524416,753.429396,12.62218885,13.09374324,1276.701482,3.86011739,8.668101654,1879.82762,3.893628319,5.734577537,970.759046,-2.477186283,9.672019126,1343.523375,0.876007005,3.647503487,1528.996462,-2.864583333,4.835140498,1429.869376,FALSE
1.235980774,3.871018606,297.5975,4.858757062,5.265536723,518.462004,3.167025862,7.472087912,646.463145,-0.081262599,5.969546574,1043.221773,0.802206119,3.643524416,753.429396,12.62218885,13.09374324,1276.701482,3.86011739,8.668101654,1879.82762,3.893628319,5.734577537,970.759046,-2.477186283,9.672019126,1343.523375,0.876007005,3.647503487,1528.996462,-2.864583333,4.835140498,1429.869376,-1.482394996,11.07692613,2317.804373,TRUE
4.858757062,5.265536723,518.462004,3.167025862,7.472087912,646.463145,-0.081262599,5.969546574,1043.221773,0.802206119,3.643524416,753.429396,12.62218885,13.09374324,1276.701482,3.86011739,8.668101654,1879.82762,3.893628319,5.734577537,970.759046,-2.477186283,9.672019126,1343.523375,0.876007005,3.647503487,1528.996462,-2.864583333,4.835140498,1429.869376,-1.482394996,11.07692613,2317.804373,3.099945583,4.002360544,1881.722107,TRUE
3.167025862,7.472087912,646.463145,-0.081262599,5.969546574,1043.221773,0.802206119,3.643524416,753.429396,12.62218885,13.09374324,1276.701482,3.86011739,8.668101654,1879.82762,3.893628319,5.734577537,970.759046,-2.477186283,9.672019126,1343.523375,0.876007005,3.647503487,1528.996462,-2.864583333,4.835140498,1429.869376,-1.482394996,11.07692613,2317.804373,3.099945583,4.002360544,1881.722107,5.748410697,9.107142857,1972.97722,TRUE
-0.081262599,5.969546574,1043.221773,0.802206119,3.643524416,753.429396,12.62218885,13.09374324,1276.701482,3.86011739,8.668101654,1879.82762,3.893628319,5.734577537,970.759046,-2.477186283,9.672019126,1343.523375,0.876007005,3.647503487,1528.996462,-2.864583333,4.835140498,1429.869376,-1.482394996,11.07692613,2317.804373,3.099945583,4.002360544,1881.722107,5.748410697,9.107142857,1972.97722,0.187072228,5.48663853,1664.307693,FALSE
0.802206119,3.643524416,753.429396,12.62218885,13.09374324,1276.701482,3.86011739,8.668101654,1879.82762,3.893628319,5.734577537,970.759046,-2.477186283,9.672019126,1343.523375,0.876007005,3.647503487,1528.996462,-2.864583333,4.835140498,1429.869376,-1.482394996,11.07692613,2317.804373,3.099945583,4.002360544,1881.722107,5.748410697,9.107142857,1972.97722,0.187072228,5.48663853,1664.307693,-0.887016576,5.943500296,1362.092216,FALSE
12.62218885,13.09374324,1276.701482,3.86011739,8.668101654,1879.82762,3.893628319,5.734577537,970.759046,-2.477186283,9.672019126,1343.523375,0.876007005,3.647503487,1528.996462,-2.864583333,4.835140498,1429.869376,-1.482394996,11.07692613,2317.804373,3.099945583,4.002360544,1881.722107,5.748410697,9.107142857,1972.97722,0.187072228,5.48663853,1664.307693,-0.887016576,5.943500296,1362.092216,-0.988619247,8.165229504,1812.557715,FALSE
3.86011739,8.668101654,1879.82762,3.893628319,5.734577537,970.759046,-2.477186283,9.672019126,1343.523375,0.876007005,3.647503487,1528.996462,-2.864583333,4.835140498,1429.869376,-1.482394996,11.07692613,2317.804373,3.099945583,4.002360544,1881.722107,5.748410697,9.107142857,1972.97722,0.187072228,5.48663853,1664.307693,-0.887016576,5.943500296,1362.092216,-0.988619247,8.165229504,1812.557715,-7.317745923,8.71559633,2580.418767,TRUE
3.893628319,5.734577537,970.759046,-2.477186283,9.672019126,1343.523375,0.876007005,3.647503487,1528.996462,-2.864583333,4.835140498,1429.869376,-1.482394996,11.07692613,2317.804373,3.099945583,4.002360544,1881.722107,5.748410697,9.107142857,1972.97722,0.187072228,5.48663853,1664.307693,-0.887016576,5.943500296,1362.092216,-0.988619247,8.165229504,1812.557715,-7.317745923,8.71559633,2580.418767,3.324362802,7.905836602,2282.813205,TRUE
-2.477186283,9.672019126,1343.523375,0.876007005,3.647503487,1528.996462,-2.864583333,4.835140498,1429.869376,-1.482394996,11.07692613,2317.804373,3.099945583,4.002360544,1881.722107,5.748410697,9.107142857,1972.97722,0.187072228,5.48663853,1664.307693,-0.887016576,5.943500296,1362.092216,-0.988619247,8.165229504,1812.557715,-7.317745923,8.71559633,2580.418767,3.324362802,7.905836602,2282.813205,3.380363662,5.132566372,1972.965882,FALSE
0.876007005,3.647503487,1528.996462,-2.864583333,4.835140498,1429.869376,-1.482394996,11.07692613,2317.804373,3.099945583,4.002360544,1881.722107,5.748410697,9.107142857,1972.97722,0.187072228,5.48663853,1664.307693,-0.887016576,5.943500296,1362.092216,-0.988619247,8.165229504,1812.557715,-7.317745923,8.71559633,2580.418767,3.324362802,7.905836602,2282.813205,3.380363662,5.132566372,1972.965882,-1.585527921,5.85494686,1403.706416,FALSE
-2.864583333,4.835140498,1429.869376,-1.482394996,11.07692613,2317.804373,3.099945583,4.002360544,1881.722107,5.748410697,9.107142857,1972.97722,0.187072228,5.48663853,1664.307693,-0.887016576,5.943500296,1362.092216,-0.988619247,8.165229504,1812.557715,-7.317745923,8.71559633,2580.418767,3.324362802,7.905836602,2282.813205,3.380363662,5.132566372,1972.965882,-1.585527921,5.85494686,1403.706416,-0.851998426,3.907439214,1276.754412,TRUE
